path,sign
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,kepala
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_20.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,kepala
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_23.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_24.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_25.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_26.parquet,kepala
data/rifky/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut
data/rifky/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut
data/rifky/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut
data/rifky/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut
data/rifky/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Perut_17.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut
data/rifky/raw_landmarks/Resep Obat Sakit Perut_19.parquet,resep
data/rifky/raw_landmarks/Resep Obat Sakit Perut_20.parquet,obat
data/rifky/raw_landmarks/Resep Obat Sakit Perut_21.parquet,sakit
data/rifky/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut
data/rifky/raw_landmarks/Resep Obat Batuk_0.parquet,resep
data/rifky/raw_landmarks/Resep Obat Batuk_1.parquet,obat
data/rifky/raw_landmarks/Resep Obat Batuk_2.parquet,batuk
data/rifky/raw_landmarks/Resep Obat Batuk_3.parquet,resep
data/rifky/raw_landmarks/Resep Obat Batuk_4.parquet,obat
data/rifky/raw_landmarks/Resep Obat Batuk_5.parquet,batuk
data/rifky/raw_landmarks/Resep Obat Batuk_6.parquet,resep
data/rifky/raw_landmarks/Resep Obat Batuk_7.parquet,obat
data/rifky/raw_landmarks/Resep Obat Batuk_8.parquet,batuk
data/rifky/raw_landmarks/Resep Obat Batuk_9.parquet,resep
data/rifky/raw_landmarks/Resep Obat Batuk_10.parquet,obat
data/rifky/raw_landmarks/Resep Obat Batuk_11.parquet,batuk
data/rifky/raw_landmarks/Resep Obat Batuk_12.parquet,resep
data/rifky/raw_landmarks/Resep Obat Batuk_13.parquet,obat
data/rifky/raw_landmarks/Resep Obat Batuk_14.parquet,batuk
data/rifky/raw_landmarks/Resep Obat Demam_0.parquet,resep
data/rifky/raw_landmarks/Resep Obat Demam_1.parquet,obat
data/rifky/raw_landmarks/Resep Obat Demam_2.parquet,demam
data/rifky/raw_landmarks/Resep Obat Demam_3.parquet,resep
data/rifky/raw_landmarks/Resep Obat Demam_4.parquet,obat
data/rifky/raw_landmarks/Resep Obat Demam_5.parquet,demam
data/rifky/raw_landmarks/Resep Obat Demam_6.parquet,resep
data/rifky/raw_landmarks/Resep Obat Demam_7.parquet,obat
data/rifky/raw_landmarks/Resep Obat Demam_8.parquet,demam
data/rifky/raw_landmarks/Resep Obat Demam_9.parquet,resep
data/rifky/raw_landmarks/Resep Obat Demam_10.parquet,obat
data/rifky/raw_landmarks/Resep Obat Demam_11.parquet,demam
data/rifky/raw_landmarks/Resep Obat Demam_12.parquet,resep
data/rifky/raw_landmarks/Resep Obat Demam_13.parquet,obat
data/rifky/raw_landmarks/Resep Obat Demam_14.parquet,demam
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_0.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_1.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_2.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_4.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_5.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_6.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_8.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_10.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_12.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_13.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_14.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,gigi
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_16.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_17.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_18.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,gigi
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_20.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_21.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_22.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_23.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_24.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_25.parquet,kepala
data/wildan/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut
data/wildan/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut
data/wildan/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Perut_10.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut
data/wildan/raw_landmarks/Minum Obat Sakit Perut_12.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Perut_13.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Perut_14.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Perut_15.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Perut_16.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Perut_17.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut
data/wildan/raw_landmarks/Minum Obat Sakit Perut_19.parquet,minum
data/wildan/raw_landmarks/Minum Obat Sakit Perut_20.parquet,obat
data/wildan/raw_landmarks/Minum Obat Sakit Perut_21.parquet,sakit
data/wildan/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut
data/wildan/raw_landmarks/Resep Obat Batuk_0.parquet,resep
data/wildan/raw_landmarks/Resep Obat Batuk_1.parquet,obat
data/wildan/raw_landmarks/Resep Obat Batuk_2.parquet,batuk
data/wildan/raw_landmarks/Resep Obat Batuk_3.parquet,resep
data/wildan/raw_landmarks/Resep Obat Batuk_4.parquet,obat
data/wildan/raw_landmarks/Resep Obat Batuk_5.parquet,batuk
data/wildan/raw_landmarks/Resep Obat Batuk_6.parquet,resep
data/wildan/raw_landmarks/Resep Obat Batuk_7.parquet,obat
data/wildan/raw_landmarks/Resep Obat Batuk_8.parquet,batuk
data/wildan/raw_landmarks/Resep Obat Batuk_9.parquet,resep
data/wildan/raw_landmarks/Resep Obat Batuk_10.parquet,obat
data/wildan/raw_landmarks/Resep Obat Batuk_11.parquet,batuk
data/wildan/raw_landmarks/Resep Obat Batuk_12.parquet,resep
data/wildan/raw_landmarks/Resep Obat Batuk_13.parquet,obat
data/wildan/raw_landmarks/Resep Obat Batuk_14.parquet,batuk
data/wildan/raw_landmarks/Resep Obat Batuk_15.parquet,resep
data/wildan/raw_landmarks/Resep Obat Batuk_16.parquet,obat
data/wildan/raw_landmarks/Resep Obat Batuk_17.parquet,batuk
data/wildan/raw_landmarks/Resep Obat Demam_0.parquet,resep
data/wildan/raw_landmarks/Resep Obat Demam_1.parquet,obat
data/wildan/raw_landmarks/Resep Obat Demam_2.parquet,demam
data/wildan/raw_landmarks/Resep Obat Demam_3.parquet,resep
data/wildan/raw_landmarks/Resep Obat Demam_4.parquet,obat
data/wildan/raw_landmarks/Resep Obat Demam_5.parquet,demam
data/wildan/raw_landmarks/Resep Obat Demam_6.parquet,resep
data/wildan/raw_landmarks/Resep Obat Demam_7.parquet,obat
data/wildan/raw_landmarks/Resep Obat Demam_8.parquet,demam
data/wildan/raw_landmarks/Resep Obat Demam_9.parquet,resep
data/wildan/raw_landmarks/Resep Obat Demam_10.parquet,obat
data/wildan/raw_landmarks/Resep Obat Demam_11.parquet,demam
data/wildan/raw_landmarks/Resep Obat Demam_12.parquet,resep
data/wildan/raw_landmarks/Resep Obat Demam_13.parquet,obat
data/wildan/raw_landmarks/Resep Obat Demam_14.parquet,demam
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi
data/wildan/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut
data/wildan/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut
data/wildan/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut
data/wildan/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut
data/wildan/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep
data/wildan/raw_landmarks/Resep Obat Sakit Perut_17.parquet,obat
data/wildan/raw_landmarks/Resep Obat Sakit Perut_18.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_19.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_20.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_21.parquet,sakit
data/wildan/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut
data/wildan/raw_landmarks/Minum Obat Batuk_0.parquet,minum
data/wildan/raw_landmarks/Minum Obat Batuk_1.parquet,obat
data/wildan/raw_landmarks/Minum Obat Batuk_2.parquet,batuk
data/wildan/raw_landmarks/Minum Obat Batuk_3.parquet,minum
data/wildan/raw_landmarks/Minum Obat Batuk_4.parquet,obat
data/wildan/raw_landmarks/Minum Obat Batuk_5.parquet,batuk
data/wildan/raw_landmarks/Minum Obat Batuk_6.parquet,minum
data/wildan/raw_landmarks/Minum Obat Batuk_7.parquet,obat
data/wildan/raw_landmarks/Minum Obat Batuk_8.parquet,batuk
data/wildan/raw_landmarks/Minum Obat Batuk_9.parquet,minum
data/wildan/raw_landmarks/Minum Obat Batuk_10.parquet,obat
data/wildan/raw_landmarks/Minum Obat Batuk_11.parquet,batuk
data/wildan/raw_landmarks/Minum Obat Batuk_12.parquet,minum
data/wildan/raw_landmarks/Minum Obat Batuk_13.parquet,obat
data/wildan/raw_landmarks/Minum Obat Batuk_14.parquet,batuk
data/wildan/raw_landmarks/Minum Obat Batuk_15.parquet,minum
data/wildan/raw_landmarks/Minum Obat Batuk_16.parquet,obat
data/wildan/raw_landmarks/Minum Obat Batuk_17.parquet,batuk
data/wildan/raw_landmarks/Minum Obat Demam_0.parquet,minum
data/wildan/raw_landmarks/Minum Obat Demam_1.parquet,obat
data/wildan/raw_landmarks/Minum Obat Demam_2.parquet,demam
data/wildan/raw_landmarks/Minum Obat Demam_3.parquet,minum
data/wildan/raw_landmarks/Minum Obat Demam_4.parquet,obat
data/wildan/raw_landmarks/Minum Obat Demam_5.parquet,demam
data/wildan/raw_landmarks/Minum Obat Demam_6.parquet,minum
data/wildan/raw_landmarks/Minum Obat Demam_7.parquet,obat
data/wildan/raw_landmarks/Minum Obat Demam_8.parquet,demam
data/wildan/raw_landmarks/Minum Obat Demam_9.parquet,minum
data/wildan/raw_landmarks/Minum Obat Demam_10.parquet,obat
data/wildan/raw_landmarks/Minum Obat Demam_11.parquet,demam
data/wildan/raw_landmarks/Minum Obat Demam_12.parquet,minum
data/wildan/raw_landmarks/Minum Obat Demam_13.parquet,obat
data/wildan/raw_landmarks/Minum Obat Demam_14.parquet,demam
data/yero/raw_landmarks/Minum Obat Demam_0.parquet,minum
data/yero/raw_landmarks/Minum Obat Demam_1.parquet,obat
data/yero/raw_landmarks/Minum Obat Demam_2.parquet,demam
data/yero/raw_landmarks/Minum Obat Demam_3.parquet,minum
data/yero/raw_landmarks/Minum Obat Demam_4.parquet,obat
data/yero/raw_landmarks/Minum Obat Demam_5.parquet,demam
data/yero/raw_landmarks/Minum Obat Demam_6.parquet,minum
data/yero/raw_landmarks/Minum Obat Demam_7.parquet,obat
data/yero/raw_landmarks/Minum Obat Demam_8.parquet,demam
data/yero/raw_landmarks/Minum Obat Demam_9.parquet,minum
data/yero/raw_landmarks/Minum Obat Demam_10.parquet,obat
data/yero/raw_landmarks/Minum Obat Demam_11.parquet,demam
data/yero/raw_landmarks/Minum Obat Demam_12.parquet,minum
data/yero/raw_landmarks/Minum Obat Demam_13.parquet,obat
data/yero/raw_landmarks/Minum Obat Demam_14.parquet,demam
data/yero/raw_landmarks/Minum Obat Demam_15.parquet,minum
data/yero/raw_landmarks/Minum Obat Demam_16.parquet,obat
data/yero/raw_landmarks/Minum Obat Demam_17.parquet,demam
data/yero/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala
data/yero/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala
data/yero/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala
data/yero/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala
data/yero/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,kepala
data/yero/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Kepala_20.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Kepala_21.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Kepala_22.parquet,kepala
data/yero/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut
data/yero/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut
data/yero/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_10.parquet,perut
data/yero/raw_landmarks/Minum Obat Sakit Perut_11.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_12.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_13.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Perut_14.parquet,perut
data/yero/raw_landmarks/Minum Obat Sakit Perut_15.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_16.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_17.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut
data/yero/raw_landmarks/Minum Obat Sakit Perut_19.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_20.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_21.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut
data/yero/raw_landmarks/Minum Obat Sakit Perut_23.parquet,minum
data/yero/raw_landmarks/Minum Obat Sakit Perut_24.parquet,obat
data/yero/raw_landmarks/Minum Obat Sakit Perut_25.parquet,sakit
data/yero/raw_landmarks/Minum Obat Sakit Perut_26.parquet,perut
data/yero/raw_landmarks/Resep Obat Batuk_0.parquet,resep
data/yero/raw_landmarks/Resep Obat Batuk_1.parquet,obat
data/yero/raw_landmarks/Resep Obat Batuk_2.parquet,batuk
data/yero/raw_landmarks/Resep Obat Batuk_3.parquet,resep
data/yero/raw_landmarks/Resep Obat Batuk_4.parquet,obat
data/yero/raw_landmarks/Resep Obat Batuk_5.parquet,batuk
data/yero/raw_landmarks/Resep Obat Batuk_6.parquet,resep
data/yero/raw_landmarks/Resep Obat Batuk_7.parquet,obat
data/yero/raw_landmarks/Resep Obat Batuk_8.parquet,batuk
data/yero/raw_landmarks/Resep Obat Batuk_9.parquet,obat
data/yero/raw_landmarks/Resep Obat Batuk_10.parquet,batuk
data/yero/raw_landmarks/Resep Obat Batuk_11.parquet,resep
data/yero/raw_landmarks/Resep Obat Batuk_12.parquet,obat
data/yero/raw_landmarks/Resep Obat Batuk_13.parquet,batuk
data/yero/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala
data/yero/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala
data/yero/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala
data/yero/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala
data/yero/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala
data/yero/raw_landmarks/Resep Obat Sakit Perut_0.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Perut_1.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Perut_2.parquet,perut
data/yero/raw_landmarks/Resep Obat Sakit Perut_3.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Perut_4.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Perut_5.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Perut_6.parquet,perut
data/yero/raw_landmarks/Resep Obat Sakit Perut_7.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Perut_8.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Perut_9.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Perut_10.parquet,perut
data/yero/raw_landmarks/Resep Obat Sakit Perut_11.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Perut_12.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Perut_13.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Perut_14.parquet,perut
data/yero/raw_landmarks/Resep Obat Sakit Perut_15.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Perut_16.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Perut_17.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut
data/yero/raw_landmarks/Resep Obat Sakit Perut_19.parquet,resep
