path,sign,total_frame
data/rifky/raw_landmarks/Minum Obat Sakit Perut_14.parquet,sakit,29
data/rifky/raw_landmarks/Minum Obat Sakit Perut_15.parquet,perut,26
data/rifky/raw_landmarks/Minum Obat Sakit Perut_16.parquet,minum,33
data/rifky/raw_landmarks/Minum Obat Sakit Perut_17.parquet,obat,21
data/rifky/raw_landmarks/Minum Obat Sakit Perut_18.parquet,sakit,29
data/rifky/raw_landmarks/Minum Obat Sakit Perut_19.parquet,perut,25
data/rifky/raw_landmarks/Minum Obat Sakit Perut_20.parquet,minum,37
data/rifky/raw_landmarks/Minum Obat Sakit Perut_21.parquet,obat,17
data/rifky/raw_landmarks/Minum Obat Sakit Perut_22.parquet,sakit,34
data/rifky/raw_landmarks/Minum Obat Sakit Perut_23.parquet,perut,26
data/rifky/raw_landmarks/Minum Obat Sakit Perut_24.parquet,minum,36
data/rifky/raw_landmarks/Minum Obat Sakit Perut_25.parquet,obat,16
data/rifky/raw_landmarks/Minum Obat Sakit Perut_26.parquet,sakit,26
data/rifky/raw_landmarks/Minum Obat Sakit Perut_27.parquet,perut,29
data/rifky/raw_landmarks/Minum Obat Batuk_0.parquet,minum,33
data/rifky/raw_landmarks/Minum Obat Batuk_1.parquet,obat,25
data/rifky/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,25
data/rifky/raw_landmarks/Minum Obat Batuk_3.parquet,minum,36
data/rifky/raw_landmarks/Minum Obat Batuk_4.parquet,obat,27
data/rifky/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,22
data/rifky/raw_landmarks/Minum Obat Batuk_6.parquet,minum,36
data/rifky/raw_landmarks/Minum Obat Batuk_7.parquet,obat,24
data/rifky/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,24
data/rifky/raw_landmarks/Minum Obat Batuk_9.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Batuk_10.parquet,obat,25
data/rifky/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,22
data/rifky/raw_landmarks/Minum Obat Batuk_12.parquet,minum,35
data/rifky/raw_landmarks/Minum Obat Batuk_13.parquet,obat,26
data/rifky/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,23
data/rifky/raw_landmarks/Minum Obat Batuk_15.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Batuk_16.parquet,obat,24
data/rifky/raw_landmarks/Minum Obat Batuk_17.parquet,batuk,18
data/rifky/raw_landmarks/Minum Obat Demam_0.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Demam_1.parquet,obat,27
data/rifky/raw_landmarks/Minum Obat Demam_2.parquet,demam,27
data/rifky/raw_landmarks/Minum Obat Demam_3.parquet,minum,36
data/rifky/raw_landmarks/Minum Obat Demam_4.parquet,obat,24
data/rifky/raw_landmarks/Minum Obat Demam_5.parquet,demam,26
data/rifky/raw_landmarks/Minum Obat Demam_6.parquet,minum,38
data/rifky/raw_landmarks/Minum Obat Demam_7.parquet,obat,22
data/rifky/raw_landmarks/Minum Obat Demam_8.parquet,demam,31
data/rifky/raw_landmarks/Minum Obat Demam_9.parquet,minum,41
data/rifky/raw_landmarks/Minum Obat Demam_10.parquet,obat,24
data/rifky/raw_landmarks/Minum Obat Demam_11.parquet,demam,30
data/rifky/raw_landmarks/Minum Obat Demam_12.parquet,minum,37
data/rifky/raw_landmarks/Minum Obat Demam_13.parquet,obat,20
data/rifky/raw_landmarks/Minum Obat Demam_14.parquet,demam,26
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep,28
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,20
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,sakit,33
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,29
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,resep,39
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,25
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,sakit,30
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,26
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,resep,37
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat,25
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,sakit,31
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,24
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep,35
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,21
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,sakit,30
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,28
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,resep,33
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat,20
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,sakit,31
data/rifky/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,25
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,29
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,21
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,32
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,28
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,34
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,24
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,28
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,30
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,29
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,21
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,26
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,33
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,21
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,25
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,26
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,30
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,29
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,26
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,kepala,30
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,resep,25
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_20.parquet,obat,18
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,sakit,32
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,kepala,31
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_23.parquet,resep,26
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_24.parquet,obat,22
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_25.parquet,sakit,27
data/rifky/raw_landmarks/Resep Obat Sakit Kepala_26.parquet,kepala,27
data/rifky/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep,22
data/rifky/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,22
data/rifky/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit,27
data/rifky/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,25
data/rifky/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep,27
data/rifky/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,25
data/rifky/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit,32
data/rifky/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,25
data/rifky/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep,24
data/rifky/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,20
data/rifky/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit,29
data/rifky/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,25
data/rifky/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep,24
data/rifky/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat,19
data/rifky/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit,28
data/rifky/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,23
data/rifky/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep,26
data/rifky/raw_landmarks/Resep Obat Sakit Perut_17.parquet,sakit,25
data/rifky/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut,20
data/rifky/raw_landmarks/Resep Obat Sakit Perut_19.parquet,resep,25
data/rifky/raw_landmarks/Resep Obat Sakit Perut_20.parquet,obat,17
data/rifky/raw_landmarks/Resep Obat Sakit Perut_21.parquet,sakit,24
data/rifky/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut,26
data/rifky/raw_landmarks/Resep Obat Batuk_0.parquet,resep,37
data/rifky/raw_landmarks/Resep Obat Batuk_1.parquet,obat,27
data/rifky/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,21
data/rifky/raw_landmarks/Resep Obat Batuk_3.parquet,resep,34
data/rifky/raw_landmarks/Resep Obat Batuk_4.parquet,obat,26
data/rifky/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,18
data/rifky/raw_landmarks/Resep Obat Batuk_6.parquet,resep,33
data/rifky/raw_landmarks/Resep Obat Batuk_7.parquet,obat,27
data/rifky/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,14
data/rifky/raw_landmarks/Resep Obat Batuk_9.parquet,resep,31
data/rifky/raw_landmarks/Resep Obat Batuk_10.parquet,obat,25
data/rifky/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,17
data/rifky/raw_landmarks/Resep Obat Batuk_12.parquet,resep,30
data/rifky/raw_landmarks/Resep Obat Batuk_13.parquet,obat,28
data/rifky/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,21
data/rifky/raw_landmarks/Resep Obat Demam_0.parquet,resep,25
data/rifky/raw_landmarks/Resep Obat Demam_1.parquet,obat,22
data/rifky/raw_landmarks/Resep Obat Demam_2.parquet,demam,30
data/rifky/raw_landmarks/Resep Obat Demam_3.parquet,resep,30
data/rifky/raw_landmarks/Resep Obat Demam_4.parquet,obat,22
data/rifky/raw_landmarks/Resep Obat Demam_5.parquet,demam,31
data/rifky/raw_landmarks/Resep Obat Demam_6.parquet,resep,35
data/rifky/raw_landmarks/Resep Obat Demam_7.parquet,obat,18
data/rifky/raw_landmarks/Resep Obat Demam_8.parquet,demam,30
data/rifky/raw_landmarks/Resep Obat Demam_9.parquet,resep,32
data/rifky/raw_landmarks/Resep Obat Demam_10.parquet,obat,20
data/rifky/raw_landmarks/Resep Obat Demam_11.parquet,demam,32
data/rifky/raw_landmarks/Resep Obat Demam_12.parquet,resep,36
data/rifky/raw_landmarks/Resep Obat Demam_13.parquet,obat,23
data/rifky/raw_landmarks/Resep Obat Demam_14.parquet,demam,30
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,28
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,22
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,29
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,32
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,38
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,18
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,29
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,32
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,24
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,18
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,26
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,31
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,24
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,22
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,26
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,37
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,30
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,19
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit,27
data/wildan/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,33
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_0.parquet,minum,34
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_1.parquet,obat,18
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_2.parquet,sakit,33
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi,25
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_4.parquet,minum,29
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_5.parquet,obat,19
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_6.parquet,sakit,41
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi,25
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_8.parquet,minum,29
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat,16
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_10.parquet,sakit,26
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi,30
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_12.parquet,minum,35
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_13.parquet,obat,17
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_14.parquet,sakit,29
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,gigi,25
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_16.parquet,minum,38
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_17.parquet,obat,20
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_18.parquet,sakit,28
data/wildan/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,gigi,28
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum,31
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat,17
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit,25
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,38
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum,28
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,16
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit,20
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,35
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum,29
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat,18
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit,24
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,33
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum,27
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,minum,30
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,obat,12
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,sakit,30
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,kepala,36
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,minum,32
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_20.parquet,sakit,21
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_21.parquet,kepala,28
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_22.parquet,minum,33
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_23.parquet,obat,13
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_24.parquet,sakit,22
data/wildan/raw_landmarks/Minum Obat Sakit Kepala_25.parquet,kepala,33
data/wildan/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum,39
data/wildan/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,15
data/wildan/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit,28
data/wildan/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,36
data/wildan/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum,23
data/wildan/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,13
data/wildan/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit,21
data/wildan/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,25
data/wildan/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum,29
data/wildan/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Sakit Perut_10.parquet,sakit,26
data/wildan/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,22
data/wildan/raw_landmarks/Minum Obat Sakit Perut_12.parquet,minum,30
data/wildan/raw_landmarks/Minum Obat Sakit Perut_13.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Sakit Perut_14.parquet,sakit,25
data/wildan/raw_landmarks/Minum Obat Sakit Perut_15.parquet,minum,40
data/wildan/raw_landmarks/Minum Obat Sakit Perut_16.parquet,obat,11
data/wildan/raw_landmarks/Minum Obat Sakit Perut_17.parquet,sakit,30
data/wildan/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut,30
data/wildan/raw_landmarks/Minum Obat Sakit Perut_19.parquet,minum,33
data/wildan/raw_landmarks/Minum Obat Sakit Perut_20.parquet,obat,22
data/wildan/raw_landmarks/Minum Obat Sakit Perut_21.parquet,sakit,26
data/wildan/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut,23
data/wildan/raw_landmarks/Resep Obat Batuk_0.parquet,resep,25
data/wildan/raw_landmarks/Resep Obat Batuk_1.parquet,obat,21
data/wildan/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,23
data/wildan/raw_landmarks/Resep Obat Batuk_3.parquet,resep,23
data/wildan/raw_landmarks/Resep Obat Batuk_4.parquet,obat,19
data/wildan/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,23
data/wildan/raw_landmarks/Resep Obat Batuk_6.parquet,resep,20
data/wildan/raw_landmarks/Resep Obat Batuk_7.parquet,obat,19
data/wildan/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,15
data/wildan/raw_landmarks/Resep Obat Batuk_9.parquet,resep,20
data/wildan/raw_landmarks/Resep Obat Batuk_10.parquet,obat,17
data/wildan/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,21
data/wildan/raw_landmarks/Resep Obat Batuk_12.parquet,resep,22
data/wildan/raw_landmarks/Resep Obat Batuk_13.parquet,obat,22
data/wildan/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,20
data/wildan/raw_landmarks/Resep Obat Batuk_15.parquet,resep,20
data/wildan/raw_landmarks/Resep Obat Batuk_16.parquet,obat,16
data/wildan/raw_landmarks/Resep Obat Batuk_17.parquet,batuk,20
data/wildan/raw_landmarks/Resep Obat Demam_0.parquet,resep,22
data/wildan/raw_landmarks/Resep Obat Demam_1.parquet,obat,15
data/wildan/raw_landmarks/Resep Obat Demam_2.parquet,demam,25
data/wildan/raw_landmarks/Resep Obat Demam_3.parquet,resep,27
data/wildan/raw_landmarks/Resep Obat Demam_4.parquet,obat,23
data/wildan/raw_landmarks/Resep Obat Demam_5.parquet,demam,23
data/wildan/raw_landmarks/Resep Obat Demam_6.parquet,resep,20
data/wildan/raw_landmarks/Resep Obat Demam_7.parquet,obat,18
data/wildan/raw_landmarks/Resep Obat Demam_8.parquet,demam,22
data/wildan/raw_landmarks/Resep Obat Demam_9.parquet,resep,18
data/wildan/raw_landmarks/Resep Obat Demam_10.parquet,obat,16
data/wildan/raw_landmarks/Resep Obat Demam_11.parquet,demam,25
data/wildan/raw_landmarks/Resep Obat Demam_12.parquet,resep,21
data/wildan/raw_landmarks/Resep Obat Demam_13.parquet,obat,17
data/wildan/raw_landmarks/Resep Obat Demam_14.parquet,demam,25
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep,22
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,19
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,sakit,26
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,24
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,resep,24
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,17
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,sakit,26
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,19
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,resep,22
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat,17
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,sakit,32
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,22
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep,17
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,16
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,sakit,28
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,25
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,resep,19
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat,15
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,sakit,29
data/wildan/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,27
data/wildan/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep,23
data/wildan/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,18
data/wildan/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit,33
data/wildan/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,27
data/wildan/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep,26
data/wildan/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,24
data/wildan/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit,27
data/wildan/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,23
data/wildan/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep,23
data/wildan/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,14
data/wildan/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit,28
data/wildan/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,25
data/wildan/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep,23
data/wildan/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat,14
data/wildan/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit,28
data/wildan/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,22
data/wildan/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep,24
data/wildan/raw_landmarks/Resep Obat Sakit Perut_17.parquet,obat,14
data/wildan/raw_landmarks/Resep Obat Sakit Perut_18.parquet,sakit,34
data/wildan/raw_landmarks/Resep Obat Sakit Perut_19.parquet,sakit,26
data/wildan/raw_landmarks/Resep Obat Sakit Perut_20.parquet,sakit,11
data/wildan/raw_landmarks/Resep Obat Sakit Perut_21.parquet,sakit,29
data/wildan/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut,27
data/wildan/raw_landmarks/Minum Obat Batuk_0.parquet,minum,30
data/wildan/raw_landmarks/Minum Obat Batuk_1.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,18
data/wildan/raw_landmarks/Minum Obat Batuk_3.parquet,minum,35
data/wildan/raw_landmarks/Minum Obat Batuk_4.parquet,obat,17
data/wildan/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,22
data/wildan/raw_landmarks/Minum Obat Batuk_6.parquet,minum,33
data/wildan/raw_landmarks/Minum Obat Batuk_7.parquet,obat,15
data/wildan/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,22
data/wildan/raw_landmarks/Minum Obat Batuk_9.parquet,minum,26
data/wildan/raw_landmarks/Minum Obat Batuk_10.parquet,obat,18
data/wildan/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,23
data/wildan/raw_landmarks/Minum Obat Batuk_12.parquet,minum,31
data/wildan/raw_landmarks/Minum Obat Batuk_13.parquet,obat,18
data/wildan/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,24
data/wildan/raw_landmarks/Minum Obat Batuk_15.parquet,minum,34
data/wildan/raw_landmarks/Minum Obat Batuk_16.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Batuk_17.parquet,batuk,25
data/wildan/raw_landmarks/Minum Obat Demam_0.parquet,minum,29
data/wildan/raw_landmarks/Minum Obat Demam_1.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Demam_2.parquet,demam,36
data/wildan/raw_landmarks/Minum Obat Demam_3.parquet,minum,31
data/wildan/raw_landmarks/Minum Obat Demam_4.parquet,obat,18
data/wildan/raw_landmarks/Minum Obat Demam_5.parquet,demam,25
data/wildan/raw_landmarks/Minum Obat Demam_6.parquet,minum,35
data/wildan/raw_landmarks/Minum Obat Demam_7.parquet,obat,12
data/wildan/raw_landmarks/Minum Obat Demam_8.parquet,demam,30
data/wildan/raw_landmarks/Minum Obat Demam_9.parquet,minum,34
data/wildan/raw_landmarks/Minum Obat Demam_10.parquet,obat,17
data/wildan/raw_landmarks/Minum Obat Demam_11.parquet,demam,30
data/wildan/raw_landmarks/Minum Obat Demam_12.parquet,minum,37
data/wildan/raw_landmarks/Minum Obat Demam_13.parquet,obat,14
data/wildan/raw_landmarks/Minum Obat Demam_14.parquet,demam,30
data/yero/raw_landmarks/Minum Obat Demam_0.parquet,minum,25
data/yero/raw_landmarks/Minum Obat Demam_1.parquet,obat,19
data/yero/raw_landmarks/Minum Obat Demam_2.parquet,demam,25
data/yero/raw_landmarks/Minum Obat Demam_3.parquet,minum,23
data/yero/raw_landmarks/Minum Obat Demam_4.parquet,obat,21
data/yero/raw_landmarks/Minum Obat Demam_5.parquet,demam,22
data/yero/raw_landmarks/Minum Obat Demam_6.parquet,minum,24
data/yero/raw_landmarks/Minum Obat Demam_7.parquet,obat,19
data/yero/raw_landmarks/Minum Obat Demam_8.parquet,demam,24
data/yero/raw_landmarks/Minum Obat Demam_9.parquet,minum,23
data/yero/raw_landmarks/Minum Obat Demam_10.parquet,obat,23
data/yero/raw_landmarks/Minum Obat Demam_11.parquet,demam,25
data/yero/raw_landmarks/Minum Obat Demam_12.parquet,minum,31
data/yero/raw_landmarks/Minum Obat Demam_13.parquet,obat,18
data/yero/raw_landmarks/Minum Obat Demam_14.parquet,demam,33
data/yero/raw_landmarks/Minum Obat Demam_15.parquet,minum,22
data/yero/raw_landmarks/Minum Obat Demam_16.parquet,obat,23
data/yero/raw_landmarks/Minum Obat Demam_17.parquet,demam,27
data/yero/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum,22
data/yero/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat,25
data/yero/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit,23
